epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20
0,0.06196581196581197,0.0625,-0.018431261825867296,-0.009775771356492102,0.01,0.001,6,12,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,124
1,0.10220797720797721,0.09615384615384616,-0.001331838189192247,-0.0013486522013759217,0.01,0.001,6,12,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,124
2,0.11378205128205128,0.10737179487179487,-0.00326170592988273,-0.002506496990184459,0.02,0.001,6,13,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,123
3,0.2540954415954416,0.2483974358974359,0.08180105506865754,0.08839846122696893,0.02,0.001,6,13,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,123
4,0.33244301994301995,0.3108974358974359,0.13418391269522134,0.1195781640159731,0.03,0.001,6,13,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,123
5,0.3685897435897436,0.36217948717948717,0.14153797209980812,0.14186793821913546,0.04,0.001,6,13,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,123
6,0.39832621082621084,0.3894230769230769,0.10519834701508002,0.10151697240425384,0.04,0.001,6,13,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,123
7,0.37553418803418803,0.36698717948717946,-0.00013924033277534775,0.0,0.05,0.001,6,13,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,123
8,0.37571225071225073,0.36698717948717946,0.0,0.0,0.05,0.001,6,13,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,123
9,0.37571225071225073,0.36698717948717946,0.0,0.0,0.06,0.001,6,13,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,123
10,0.37571225071225073,0.36698717948717946,0.0,0.0,0.06,0.001,6,13,19,25,31,37,43,50,56,61,68,74,80,87,93,99,105,111,117,123
11,0.37571225071225073,0.36698717948717946,0.0,0.0,0.07,0.001,6,13,19,25,31,37,43,50,56,61,68,74,80,87,93,99,105,111,117,123
12,0.37571225071225073,0.36698717948717946,0.0,0.0,0.07,0.001,6,13,19,25,31,37,43,50,56,61,68,74,80,87,93,99,105,111,117,123
13,0.37571225071225073,0.3685897435897436,0.00017468015251609348,0.0030655442557540047,0.08,0.001,6,13,19,25,31,37,43,50,56,61,68,74,80,87,93,99,105,111,117,123
14,0.37571225071225073,0.3685897435897436,0.0005674874558877496,0.0030655442557540047,0.08,0.001,6,13,19,25,31,37,43,50,56,61,68,74,80,87,93,99,105,111,117,123
15,0.37535612535612534,0.3733974358974359,0.0011746038956613747,0.01118568232662187,0.09,0.001,6,13,19,25,31,37,43,50,56,61,68,74,80,87,93,99,105,111,117,123
16,0.3814102564102564,0.3766025641025641,0.01272787610417947,0.01834417160050472,0.09,0.001,6,13,19,25,31,37,43,50,56,61,69,74,80,87,93,99,105,111,117,123
17,0.38746438746438744,0.3958333333333333,0.02637319196026522,0.05132754782720916,0.1,0.001,6,13,19,25,31,37,43,49,56,61,69,74,80,87,93,99,105,111,117,123
18,0.3847934472934473,0.3926282051282051,0.02771135485262377,0.052013853258081166,0.11,0.001,6,13,19,25,31,37,43,49,56,61,69,74,80,87,93,99,105,111,117,123
19,0.3806980056980057,0.3814102564102564,0.027566648392056692,0.039418061161006324,0.11,0.001,6,13,19,25,31,37,43,49,56,61,69,74,80,87,93,99,105,111,117,123
20,0.3801638176638177,0.3798076923076923,0.031104403325666774,0.039625853045511694,0.12,0.001,6,13,19,25,31,37,43,49,56,61,69,74,80,87,93,99,105,111,117,123
21,0.3801638176638177,0.3798076923076923,0.031166345263318185,0.03928963574736244,0.12,0.001,6,13,19,25,31,37,43,49,56,61,69,73,81,87,93,99,105,111,117,123
22,0.38087606837606836,0.38301282051282054,0.030254415516539623,0.043417322333004216,0.13,0.001,6,13,19,25,31,38,43,49,56,61,69,73,81,87,93,99,105,112,117,123
23,0.3801638176638177,0.38621794871794873,0.02545522849884896,0.04587917791156326,0.13,0.001,6,13,19,25,31,38,43,49,56,61,69,73,81,87,92,99,105,112,117,123
24,0.38461538461538464,0.3926282051282051,0.028058215263148223,0.05184662507817894,0.14,0.001,6,13,19,25,31,38,43,49,56,61,68,73,81,87,92,99,105,112,117,123
25,0.3888888888888889,0.391025641025641,0.029793824583474238,0.04496463727022282,0.14,0.001,6,13,19,25,31,38,43,49,56,61,68,73,81,87,92,99,105,112,117,123
26,0.38586182336182334,0.38621794871794873,0.02147210130269761,0.03520217026224015,0.15,0.001,6,13,19,25,31,38,42,49,56,61,68,73,81,87,92,98,105,112,117,123
27,0.38247863247863245,0.3782051282051282,0.013810699418442485,0.020519127451614882,0.15,0.001,6,13,19,25,32,38,42,49,56,61,68,73,81,87,92,98,105,112,117,123
28,0.37802706552706555,0.375,0.005141880982708402,0.013890464690341497,0.16,0.001,6,13,19,25,32,38,42,49,56,61,68,73,81,87,92,98,105,112,117,123
29,0.37624643874643876,0.3701923076923077,0.0014008819901843994,0.005773222625843344,0.16,0.001,6,13,19,25,32,38,42,49,56,61,68,73,81,87,92,98,105,112,117,123
30,0.375,0.3685897435897436,-0.000878605053014736,0.0030655442557540047,0.17,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,87,92,98,105,112,117,123
31,0.37553418803418803,0.3685897435897436,-0.000219694432772366,0.0030655442557540047,0.18,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
32,0.37571225071225073,0.36698717948717946,0.0,0.0,0.18,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
33,0.37571225071225073,0.36698717948717946,0.0,0.0,0.19,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
34,0.37571225071225073,0.36698717948717946,0.0,0.0,0.19,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
35,0.37571225071225073,0.36698717948717946,5.3629236709706873e-05,0.0,0.2,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
36,0.37410968660968663,0.36378205128205127,0.0029940119760479833,-0.001516051958132758,0.2,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
37,0.38514957264957267,0.3766025641025641,0.042488291841262016,0.035311043195917824,0.21,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
38,0.40349002849002846,0.3958333333333333,0.09225446056361519,0.08586172593882113,0.22,0.001,7,13,19,25,32,38,42,49,57,62,68,73,81,88,92,98,105,112,117,123
39,0.4163105413105413,0.4230769230769231,0.12506692964842026,0.1390893447743291,0.22,0.001,7,13,19,25,32,38,42,49,57,62,68,73,81,88,92,98,105,112,117,123
40,0.4277065527065527,0.4391025641025641,0.15041636593623098,0.16948701372780173,0.23,0.001,7,13,19,25,32,38,42,49,57,62,68,73,81,88,92,98,105,112,117,123
41,0.43856837606837606,0.44871794871794873,0.17129740520083037,0.1880255557699072,0.24,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
42,0.45762108262108264,0.46153846153846156,0.20484679726334332,0.21027831451913626,0.24,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
43,0.478988603988604,0.483974358974359,0.2404000076549765,0.24563550763269937,0.25,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
44,0.4959045584045584,0.4951923076923077,0.26831048984261596,0.2639332536951253,0.26,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
45,0.510505698005698,0.5112179487179487,0.2919665842956609,0.28933896425410843,0.26,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
46,0.5233262108262108,0.532051282051282,0.3122988910808915,0.32130205947099644,0.27,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
47,0.5322293447293447,0.5400641025641025,0.3261701039078413,0.33368802902055616,0.27,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
48,0.5368589743589743,0.5416666666666666,0.33325932820628745,0.33633561045268445,0.28,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
49,0.5368589743589743,0.5432692307692307,0.33328549966014365,0.33887246974850826,0.28,0.001,7,13,19,25,32,38,42,49,57,62,68,73,81,88,92,98,105,112,117,123
50,0.5336538461538461,0.5432692307692307,0.32818603289810666,0.33854788498231436,0.29,0.001,7,13,19,25,32,38,42,49,57,62,68,73,81,88,92,98,105,112,117,123
51,0.5281339031339032,0.5352564102564102,0.31961935184261525,0.326392275250053,0.29,0.001,7,13,19,25,32,38,42,49,57,62,67,73,81,88,92,98,105,112,117,123
52,0.520477207977208,0.532051282051282,0.30781600694202893,0.3215471917308351,0.3,0.001,7,13,19,25,32,38,42,49,57,62,67,73,81,88,92,98,105,112,117,123
53,0.5163817663817664,0.5240384615384616,0.30159705800958503,0.30902420473356895,0.31,0.001,7,13,19,25,32,38,42,49,57,62,67,73,82,88,92,98,105,112,117,123
54,0.5083689458689459,0.5144230769230769,0.2896761415141689,0.29488107047758283,0.31,0.001,7,13,19,25,32,38,42,49,57,62,67,73,82,88,91,98,105,112,117,123
55,0.5071225071225072,0.5096153846153846,0.28817257694538434,0.287806733878638,0.32,0.001,7,13,19,25,32,38,42,49,57,62,67,73,82,88,91,98,105,112,117,123
56,0.5058760683760684,0.5080128205128205,0.28676337462835666,0.2861369683328737,0.32,0.001,7,13,19,25,32,38,42,49,58,62,67,73,82,88,91,98,105,112,117,123
57,0.5087250712250713,0.5112179487179487,0.29181622604410484,0.2914159766485972,0.33,0.001,7,13,19,25,32,38,42,49,58,62,67,73,82,88,91,98,105,111,117,123
58,0.5124643874643875,0.5160256410256411,0.2982224773154457,0.2990980603648672,0.33,0.001,7,13,19,25,32,38,42,48,58,62,67,73,82,88,91,98,105,111,117,123
59,0.5186965811965812,0.5240384615384616,0.30835843905285687,0.3119640032967278,0.34,0.001,7,13,19,25,32,38,42,48,58,62,67,73,82,88,91,97,105,111,117,123
60,0.5270655270655271,0.5368589743589743,0.3216668297760332,0.3318513249155255,0.34,0.001,7,13,19,25,32,38,42,48,58,62,67,73,82,88,91,97,106,111,117,123
61,0.5318732193732194,0.5416666666666666,0.3295637388025361,0.33932564303801216,0.35,0.001,7,13,19,25,32,38,42,48,58,62,67,73,82,88,91,97,106,111,117,123
62,0.5368589743589743,0.5480769230769231,0.33758484475308015,0.34930777422790193,0.36,0.001,7,13,19,25,32,38,42,48,58,62,67,73,82,88,91,97,106,111,117,123
63,0.540954415954416,0.5528846153846154,0.3441202646958388,0.3566487317448117,0.36,0.001,7,13,19,25,32,38,42,48,58,62,67,73,82,88,91,97,106,111,117,123
64,0.5450498575498576,0.5560897435897436,0.3503306147112748,0.3616757267785393,0.37,0.001,7,13,19,25,32,38,42,48,58,62,67,73,82,88,91,97,106,111,117,123
65,0.5466524216524217,0.5608974358974359,0.35283438571087555,0.3688966321664279,0.37,0.001,7,13,19,25,32,38,42,48,58,62,67,73,82,88,91,97,106,111,117,123
66,0.5480769230769231,0.5608974358974359,0.35486900861869974,0.3688966321664279,0.38,0.001,7,13,19,25,32,38,42,48,58,62,67,73,82,88,91,97,106,111,117,123
67,0.5468304843304843,0.5576923076923077,0.35280906202794393,0.36385563529850673,0.38,0.001,7,13,19,24,33,38,42,48,58,62,67,73,82,88,91,97,106,111,117,123
68,0.5461182336182336,0.5560897435897436,0.3513405350902814,0.36144698489399196,0.39,0.001,7,13,19,24,33,38,42,48,58,62,67,73,82,88,91,97,106,111,117,123
69,0.5450498575498576,0.5544871794871795,0.3494679093539943,0.35893332939146116,0.39,0.001,7,13,19,24,33,38,42,48,58,62,67,73,82,88,91,97,106,111,117,123
70,0.5443376068376068,0.5528846153846154,0.3482970058385676,0.3563966255332678,0.4,0.001,7,13,19,24,33,38,42,48,58,63,67,73,82,88,91,97,106,111,117,123
71,0.5443376068376068,0.5528846153846154,0.3482690179151212,0.3562919196326233,0.41,0.001,7,13,19,24,33,38,42,48,58,63,66,74,82,88,91,97,106,111,117,123
72,0.5450498575498576,0.5544871794871795,0.34946165677076024,0.3583689955282011,0.41,0.001,7,13,19,24,33,38,42,48,58,63,66,74,82,88,91,97,106,111,117,123
73,0.5470085470085471,0.5576923076923077,0.3525068818586321,0.3632959078423471,0.42,0.001,7,13,19,24,33,38,42,48,58,63,66,74,82,88,91,97,106,111,117,123
74,0.5505698005698005,0.5608974358974359,0.35814538819415087,0.3683207164470257,0.42,0.001,7,14,19,24,33,38,42,48,58,63,66,74,82,88,91,97,106,111,117,123
75,0.5516381766381766,0.5657051282051282,0.36015139445043276,0.3756636416667283,0.43,0.001,7,14,19,24,33,38,42,48,58,63,66,74,82,88,91,97,106,111,117,123
76,0.5534188034188035,0.5705128205128205,0.3630887203181886,0.38299654293293595,0.43,0.001,7,14,19,24,33,38,42,48,58,63,66,74,82,88,91,97,106,111,117,123
77,0.5557336182336182,0.5737179487179487,0.366644188102326,0.38801875940182284,0.44,0.001,7,14,19,24,33,38,42,48,58,63,66,74,82,88,91,97,106,111,117,123
78,0.5566239316239316,0.5721153846153846,0.3680962688152122,0.38559801748712075,0.44,0.001,7,14,19,24,33,38,42,48,58,63,66,74,82,88,91,97,106,111,117,123
79,0.5562678062678063,0.5721153846153846,0.36770877543417335,0.385697693711631,0.45,0.001,7,14,19,24,33,38,42,48,59,63,66,74,82,88,91,97,106,111,117,123
80,0.5568019943019943,0.5721153846153846,0.3683111958832518,0.38537816242059364,0.46,0.001,7,14,19,24,33,38,42,48,59,63,66,74,82,88,91,97,106,111,117,123
81,0.5568019943019943,0.5721153846153846,0.36804708656427154,0.38537816242059364,0.46,0.001,7,14,19,24,33,38,42,48,59,63,66,74,82,88,91,97,106,111,117,123
82,0.5557336182336182,0.5689102564102564,0.36627776106626597,0.38057316614142433,0.47,0.001,7,14,19,24,33,38,42,48,59,63,66,74,82,88,91,97,106,111,117,123
83,0.5555555555555556,0.5673076923076923,0.36587732563639086,0.37804783509112594,0.47,0.001,7,14,19,24,33,38,42,48,59,63,66,74,82,88,91,97,106,111,117,123
84,0.5560897435897436,0.5705128205128205,0.3666061111544411,0.38289636340153876,0.48,0.001,7,14,18,24,33,38,42,48,59,63,66,74,82,88,91,97,106,111,117,123
85,0.5562678062678063,0.5721153846153846,0.3668631303564427,0.3855391026941305,0.48,0.001,7,14,18,24,33,38,43,48,59,63,66,74,82,88,91,97,106,111,117,123
86,0.5573361823361823,0.5737179487179487,0.36861576182228484,0.38793977631836096,0.49,0.001,7,14,18,24,33,38,43,48,59,63,66,74,82,88,91,97,106,111,117,123
87,0.5589387464387464,0.5737179487179487,0.37100232810173617,0.3878404543694334,0.5,0.001,7,14,18,24,33,38,43,48,59,63,66,74,82,88,90,96,106,111,117,123
88,0.5612535612535613,0.5721153846153846,0.3743801478774724,0.3855187064794051,0.5,0.001,7,14,18,24,33,38,43,48,59,63,66,74,82,88,90,96,106,111,117,123
89,0.561965811965812,0.5737179487179487,0.37557768293696014,0.3877207737594617,0.51,0.001,7,14,18,24,33,38,43,48,59,63,66,74,82,88,90,96,106,111,117,123
90,0.5617877492877493,0.5753205128205128,0.37535764689707773,0.39022051773729627,0.51,0.001,7,14,18,24,33,38,43,48,59,63,66,74,82,88,90,96,106,111,117,123
91,0.5623219373219374,0.5737179487179487,0.3760828617915223,0.38774110018037555,0.52,0.001,7,14,18,24,33,38,43,48,59,63,66,74,82,88,90,96,106,111,117,123
92,0.563034188034188,0.5753205128205128,0.37696727199179003,0.39014180604473625,0.52,0.001,7,14,18,24,33,38,43,48,59,63,66,74,82,88,90,96,106,111,117,123
93,0.5635683760683761,0.5769230769230769,0.3775659468989957,0.39268057997942873,0.53,0.001,7,14,18,24,33,38,43,48,59,63,66,74,82,88,90,96,106,111,117,123
94,0.5644586894586895,0.5721153846153846,0.3786839869579477,0.3861209571042218,0.54,0.001,7,14,18,24,33,38,43,48,59,63,66,74,82,88,90,96,106,111,117,123
95,0.5651709401709402,0.5689102564102564,0.3795761459042931,0.38144284308703713,0.54,0.001,7,14,18,24,33,38,43,48,59,63,66,74,82,89,90,96,106,111,117,123
96,0.5676638176638177,0.5689102564102564,0.3830657213037394,0.3816843664010785,0.55,0.001,7,14,18,24,33,38,43,48,59,63,66,74,82,89,90,96,106,111,117,123
97,0.5685541310541311,0.5721153846153846,0.3842949226835295,0.3865210491238278,0.55,0.001,7,14,18,24,33,38,43,48,59,63,66,74,82,89,90,96,106,111,117,123
98,0.5692663817663818,0.5737179487179487,0.3851920161650948,0.38911788953009063,0.56,0.001,7,14,18,24,33,38,43,48,59,62,66,74,82,89,90,96,106,111,117,123
99,0.5710470085470085,0.5753205128205128,0.38790456592327693,0.3916316236769203,0.56,0.001,7,14,18,24,33,38,43,48,59,62,66,74,82,89,90,96,106,111,117,123
100,0.5714031339031339,0.5753205128205128,0.388383048139777,0.3916316236769203,0.57,0.001,7,14,18,24,33,38,43,48,59,62,66,74,82,89,90,96,106,111,117,123
101,0.5721153846153846,0.5753205128205128,0.3893717617389142,0.3912957052775723,0.57,0.001,7,14,18,24,33,38,43,48,59,62,66,74,82,89,90,96,106,111,117,123
102,0.5726495726495726,0.5785256410256411,0.39024867461738644,0.39555594842159925,0.58,0.001,7,14,18,24,33,38,43,48,59,62,66,74,82,89,90,96,106,111,117,123
103,0.57247150997151,0.5801282051282052,0.3900627939650485,0.3981667586968526,0.59,0.001,7,14,18,24,33,38,44,48,59,62,66,74,82,89,90,96,106,111,117,123
104,0.573539886039886,0.5833333333333334,0.39155163534136883,0.40272132885668843,0.59,0.001,7,14,18,24,33,38,44,48,59,62,66,74,82,89,90,96,106,111,117,123
105,0.5746082621082621,0.5801282051282052,0.39301942369657594,0.3983616571844939,0.6,0.001,7,14,18,24,33,38,44,48,59,62,66,74,82,89,90,96,106,111,117,123
106,0.5746082621082621,0.5769230769230769,0.3930856234208113,0.3937489189596989,0.6,0.001,7,14,18,24,33,38,44,48,59,63,66,74,82,89,90,96,106,111,117,123
107,0.5747863247863247,0.5753205128205128,0.39342508645982766,0.3916898118343848,0.61,0.001,7,14,18,24,33,38,44,48,59,63,66,74,82,89,90,96,106,111,117,123
108,0.5754985754985755,0.5801282051282052,0.39439847684830776,0.3986559802259161,0.61,0.001,6,14,18,24,33,38,44,48,59,63,66,74,82,89,90,96,106,111,117,123
109,0.5767450142450142,0.5769230769230769,0.39618958783701175,0.3942839073570885,0.62,0.001,6,14,18,24,33,38,44,48,59,63,66,74,82,89,90,96,106,111,117,123
110,0.5762108262108262,0.5817307692307693,0.39542795922243446,0.4014003491684278,0.62,0.001,6,14,18,24,33,38,44,48,59,62,66,74,82,89,90,96,106,111,117,123
111,0.5753205128205128,0.5817307692307693,0.3941032301140759,0.4019454838555685,0.63,0.001,6,14,18,24,33,38,44,48,59,62,66,74,82,89,90,96,106,111,117,123
112,0.5758547008547008,0.5833333333333334,0.3946964756654383,0.4044883606545342,0.64,0.001,6,14,18,24,33,38,44,48,59,62,66,74,82,89,90,96,106,111,117,123
113,0.5776353276353277,0.5865384615384616,0.39714570461372645,0.40905186653452263,0.64,0.001,6,14,18,24,33,38,44,48,59,62,66,74,82,89,90,96,106,111,117,123
114,0.5778133903133903,0.5865384615384616,0.39740340423729414,0.40884138169079776,0.65,0.001,6,14,18,24,33,38,44,48,59,62,66,74,82,89,90,96,106,111,117,123
115,0.5785256410256411,0.5897435897435898,0.398489049600651,0.41365223040754073,0.65,0.001,6,14,18,24,33,38,44,48,59,62,66,74,82,89,90,95,106,111,117,123
116,0.5779914529914529,0.5897435897435898,0.39771005361453515,0.41353814072676276,0.66,0.001,6,14,18,24,33,38,44,48,59,62,66,74,82,89,90,95,106,111,117,123
117,0.5795940170940171,0.5897435897435898,0.399999294083597,0.41353814072676276,0.66,0.001,6,14,18,24,33,38,44,48,59,62,66,74,82,89,90,95,106,111,117,123
118,0.5795940170940171,0.5897435897435898,0.39999869676842015,0.41363285981720077,0.67,0.001,6,14,18,24,33,38,44,48,59,62,66,74,82,89,90,95,106,111,117,123
119,0.5792378917378918,0.5897435897435898,0.3997394074690708,0.4137275483165366,0.68,0.001,6,14,18,24,33,38,44,48,59,62,66,74,82,89,90,95,106,111,117,123
120,0.5804843304843305,0.592948717948718,0.4015828415192446,0.418721668842695,0.68,0.001,6,14,18,24,33,38,44,48,59,62,66,74,82,90,95,106,111,117,123
